menu_id,menu_name,restaurant_id
1997,Lunch Sandwiches,252
1998,Lunch - Soups & Entree Salads,252
1999,Breakfast Sandwiches,252
2000,Bagels,252
2001,Bagels Top Shelf,252
2002,Bread Specialty,252
2003,Cream Cheese,252
2004,Coffee,252
2005,"Coffee, Specialty",252
2006,Other Beverages,252
2007,Iced Specialty Coffee,252
2008,Coffee Extras,252
2009,Cold Beverages,252
2010,Condiments,252
2011,Hot Tea & Chocolate,252
2012,Retail Food,252
2013,Salad Dressings & Spreads,252
2014,Salad Extras & Side Salads,252
2015,Salads,252
2016,Sandwich Fillings,252
2017,Sandwich Breakfast Frittata's/Panini's,252
2018,Naked Eggs,252
2019,Sandwiches,252
2020,Bagel Dogs,252
2021,Paninis,252
2022,Sweets,252
2023,Soups,252
