menu_id,menu_name,restaurant_id
643,BreakFast - Two Egg Breakfasts,97
644,BreakFast - Hot Off the Griddle,97
645,BreakFast - Famous Benedicts,97
646,BreakFast - House Specialties,97
647,BreakFast - Three Egg Omelettes,97
648,BreakFast - Seasonal Features,97
649,BreakFast - Bakery and Cereals,97
650,Lunch & Dinner - Great Appetizers,97
651,Lunch & Dinner - Small Bites,97
652,Lunch & Dinner - Homemade Daily Soups,97
653,Lunch & Dinner - Pasta,97
654,Lunch & Dinner - Comfort Classics,97
655,Lunch & Dinner - Seasonal Features,97
656,Lunch & Dinner - Fish Market,97
657,Lunch & Dinner - Steaks & Chops,97
658,Lunch & Dinner - Signature Sandwiches,97
659,Lunch & Dinner - Hamburgers,97
660,Lunch & Dinner - Great Salad,97
661,Lunch & Dinner - Salad Dressings,97
662,Lunch & Dinner - World Flavors,97
663,Lunch & Dinner - Fabulous Desserts,97
664,Lunch & Dinner - From The Espresso Bar,97
665,Lifestyle - Carb Conscious,97
666,Lifestyle - Lower Fat,97
667,Kids - Entree Choices,97
