menu_id,menu_name,restaurant_id
121,Salads - Fruit Salads,26
122,Salads - Vegetable Salads,26
123,Salads - Congeal Salads,26
124,Salads - Pasta Salads,26
125,Salads - Lettuce Salads,26
126,Salads - Meat Salads,26
127,Salads - Entree Salads,26
128,Salads - Dressings,26
129,Entrees - Beef,26
130,Entrees - Pork,26
131,Entrees - Poultry,26
132,Entrees - Turkey,26
133,Entrees - Seafood,26
134,Vegetables - Potatoes,26
135,Vegetables - Rice,26
136,Vegetables,26
137,Desserts - Cheesecake,26
138,Desserts - Cakes,26
139,Desserts - Pies,26
140,Desserts - Pies - Sugar Free (SF),26
141,Desserts - Cobblers,26
142,Desserts - Puddings/Moose,26
143,Breads,26
