menu_id,menu_name,restaurant_id
1908,Sandwiches,246
1909,Melts,246
1910,Salad,246
1911,Salads,246
1912,Every Day Soups,246
1913,Weekly Soups,246
1914,Pasta,246
1915,Shareables,246
1916,Pizza,246
1917,Baked Omelette Sandwiches,246
1918,Bagels,246
1919,Cream Cheese,246
1920,Muffins,246
1921,Scones,246
1922,Breakfast Favorites,246
1923,Limited Time Beverages,246
1924,Coffee & Espresso,246
1925,Arctics,246
1926,Beverages,246
1927,Fruit Smoothies,246
1928,Beverage Favorites,246
1929,Desserts,246
1930,Kid'S Menu,246
