menu_id,menu_name,restaurant_id
1171,Combinations,162
1172,Salads,162
1173,Soft Tacos,162
1174,Burritos,162
1175,Fins Favorites,162
1176,Minnow's Meal,162
1177,Desserts,162
1178,Fins Sides,162
