menu_id,menu_name,restaurant_id
2912,Coffee Sensations-Specialty Coffees,380
2913,Coffee Sensations-Flavoured Lattes,380
2914,Blended Sensations-Green Teas,380
2915,"Teas, Hot Chocolates & More-Specialty Teas",380
2916,"Teas, Hot Chocolates & More-Hot Chocolates",380
2917,"Teas, Hot Chocolates & More-Hot Milk Steamers",380
2918,"Teas, Hot Chocolates & More-Ciders",380
2919,"Teas, Hot Chocolates & More-Sodas",380
2920,Blended Sensations-Icy Fruit Smoothies,380
2921,Blended Sensations-Creamy Fruit Smoothies,380
2922,Blended Sensations-Coffee Chillers,380
2923,Blended Sensations-Chocolate Chillers,380
