menu_id,menu_name,restaurant_id
2280,Sandwich Specials,297
2281,Sandwiches - Baked Ham & Roast Pork,297
2282,Sandwiches - Chicken,297
2283,Sandwiches - Lower Fat Specials,297
2284,Sandwiches - Seafood,297
2285,Sandwiches - Sliced Steak & Roast Beef,297
2286,Sandwiches - Turkey & Smoked Turkey,297
2287,Sandwiches - Veggie & Cheese,297
2288,Soups - Classic,297
2289,Soups - Classic Vegetarian,297
2290,Salad,297
2291,"Egg Rolys, Kids items, and Sweets",297
2292,Tortilla,297
