menu_id,menu_name,restaurant_id
2829,Shakes & Malts,369
2830,Old Fashioned Sundaes,369
2831,Signature Sundaes,369
2832,Frostbites,369
2833,Oberweis Smoothies,369
2834,Oberweis Moo-Coolers,369
2835,Kid'S Shakes,369
2836,Kid'S Signature Sundaes,369
2837,Kid'S Frostbites,369
2838,Kid'S U-Pik-Em Sundaes,369
2839,Gourmet Desserts,369
2840,Oberweis Cakes And Pies,369
2841,Oberweis Premium Ice Cream (in cup),369
2842,Oberweis Lowfat Ice Cream (in cup),369
2843,Oberweis Soft Serve Ice Cream (in cup),369
2844,Oberweis Lowfat Yogurt (in cup),369
2845,Miscellaneous (in cup),369
2846,Oberweis Premium Ice Cream (in Cake Cone),369
2847,Oberweis Lowfat Ice Cream (in Cake Cone),369
2848,Oberweis Soft Serve Ice Cream (in Cake Cone),369
2849,Oberweis Lowfat Yogurt (in Cake Cone),369
2850,Miscellaneous (in Cake Cone),369
2851,Oberweis Premium Ice Cream (in Sugar Cone),369
2852,Oberweis Lowfat Ice Cream (in Sugar Cone),369
2853,Oberweis Soft Serve Ice Cream (in Sugar Cone),369
2854,Oberweis Lowfat Yogurt (in Sugar Cone),369
2855,Miscellaneous (in Sugar Cone),369
2856,Oberweis Premium Ice Cream (in Waffle Cone),369
2857,Oberweis Lowfat Ice Cream (in Waffle Cone),369
2858,Oberweis Soft Serve Ice Cream (in Waffle Cone),369
2859,Oberweis Lowfat Yogurt (in Waffle Cone),369
2860,Miscellaneous (in Waffle Cone),369
2861,Oberweis Premium Ice Cream (in Chocolate Dipped Waffle Cone),369
2862,Oberweis Lowfat Ice Cream (in Chocolate Dipped Waffle Cone),369
2863,Oberweis Soft Serve Ice Cream (in Chocolate Dipped Waffle Cone),369
2864,Oberweis Lowfat Yogurt (in Chocolate Dipped Waffle Cone),369
2865,Miscellaneous (in Chocolate Dipped Waffle Cone),369
2866,Ice Cream Cones,369
2867,Oberweis Bakery,369
