menu_id,menu_name,restaurant_id
1961,Sandwiches,250
1962,Sandwiches - Vegetarian,250
1963,Sandwiches Of The Week,250
1964,Sandwiches Of The Week - Vegetarian,250
1965,Sandwiches Of The Week - Wheat Free,250
1966,Sandwiches Of The Week - Vegetarian Wheat Free,250
1967,Toasties,250
1968,Toasties - Vegetarian,250
1969,Baguettes,250
1970,Baguettes - Vegetarian,250
1971,Wraps,250
1972,Wraps - Vegetarian,250
1973,Soup - Simple,250
1974,Soup - Bold,250
1975,Pies,250
1976,Salad,250
1977,Salad - Vegetarian,250
1978,Salad - Sushi,250
1979,Salad - Sushi Vegetarian,250
1980,Dessert - Pots,250
1981,Dessert - Cookies and Slices,250
1982,Dessert - Cakes,250
1983,Dessert - Fruit Salads,250
1984,Drinks - Whole Milk (Hot),250
1985,Drinks - Whole Milk (Cold),250
1986,Drinks - Skimmed Milk (Hot),250
1987,Drinks - Skimmed Milk (Cold),250
1988,Drinks - Soya Milk (Hot),250
1989,Drinks - Soya Milk (Cold),250
1990,Breakfast - Hot Toasted,250
1991,Breakfast - Hot Toasted (Vegetarian),250
1992,Breakfast - Cereals and Yoghurts,250
1993,Breakfast - Patisserie & Muffins,250
