menu_id,menu_name,restaurant_id
1608,N-N-W's Baked Personal Pizzas,215
1609,Nick-N-Willy's Medium Pizzas,215
1610,Nick-N-Willy's Large Pizzas,215
1611,Nick-N-Willy's Family Pizzas,215
1612,Nick-N-Willy's Liv-N-Lite Pizzas,215
1613,Nick-N-Willy's Side Salads,215
1614,Nick-N-Willy's Entree Salads,215
1615,Nick-N-Willy's Family Salads,215
1616,Nick-N-Willy's Baked Croutons,215
1617,Nick-N-Willy's Salad Dressings,215
1618,Nick-N-Willy's Cheese-N-Garlic Brd,215
1619,Nick-N-Willy's Desserts,215
