menu_id,menu_name,restaurant_id
21793,Bagels,1233
21794,Croissants,1233
21795,Scones,1233
21796,Muffins,1233
21797,Cookies,1233
21798,Dessert Bars,1233
21799,Strudels & Danishes,1233
21800,Special Delights,1233
21801,Specialty Drinks,1233
21802,Bread & Rolls,1233
21803,"Yogurt, Candy & Fruit",1233
21804,Cream Cheese,1233
21805,Oatmeal Bar,1233
21806,Cafe Sandwiches,1233
21807,Wraps,1233
21808,Baked Sandwiches,1233
21809,Salads,1233
21810,Sandwich Fillings,1233
21811,Salad Dressing,1233
21812,Breakfast Sandwiches,1233
21813,Soups & Stews,1233
