menu_id,menu_name,restaurant_id
22896,Coffee Sensations-Specialty Coffees,1376
22897,Coffee Sensations-Flavoured Lattes,1376
22898,Blended Sensations-Green Teas,1376
22899,"Teas, Hot Chocolates & More-Specialty Teas",1376
22900,"Teas, Hot Chocolates & More-Hot Chocolates",1376
22901,"Teas, Hot Chocolates & More-Hot Milk Steamers",1376
22902,"Teas, Hot Chocolates & More-Ciders",1376
22903,"Teas, Hot Chocolates & More-Sodas",1376
22904,Blended Sensations-Icy Fruit Smoothies,1376
22905,Blended Sensations-Creamy Fruit Smoothies,1376
22906,Blended Sensations-Coffee Chillers,1376
22907,Blended Sensations-Chocolate Chillers,1376
