menu_id,menu_name,restaurant_id
21770,Bagels,1232
21771,Cream Cheese Spreads,1232
21772,Breads,1232
21773,Gourmet Breakfast,1232
21774,Hot Sandwiches,1232
21775,Omelets,1232
21776,Side Orders,1232
21777,Cheesecakes,1232
21778,Cookies,1232
21779,Croissants,1232
21780,Danish,1232
21781,Muffins and Tops,1232
21782,Scones,1232
21783,Other Pastries and Sweets,1232
21784,Pastas,1232
21785,Pizzas,1232
21786,Salads,1232
21787,Salad Dressings,1232
21788,Sandwiches,1232
21789,Paninis,1232
21790,Soups,1232
21791,Hot Beverages,1232
21792,Cold Beverages,1232
