menu_id,menu_name,restaurant_id
20546,Appetizers,1082
20547,Salads,1082
20548,Salad Dressings,1082
20549,Plates,1082
20550,Lunch Specials,1082
20551,Pita Sandwiches,1082
20552,Extras,1082
