menu_id,menu_name,restaurant_id
22932,Muffins & Scones,1381
22933,Loaf Cakes & Coffee Cakes,1381
22934,"Croissants, Bagels & Breads",1381
22935,"Doughnuts, Sweet Rolls & Danish",1381
22936,"Brownies, Cookies & Bars",1381
22937,"Cakes, Pies & Tarts",1381
22938,Special Treats,1381
22939,Brewed Coffees,1381
22940,Classic Favorites,1381
22941,Espresso-Hot,1381
22942,Espresso-Iced,1381
22943,Frappuccino Blended Coffee,1381
22944,Frappuccino Blended Crème,1381
22945,Frappuccino Light Blended Coffee,1381
22946,Frappuccino Juice Blends,1381
22947,Tazo Tea,1381
22948,Drink Extras,1381
