menu_id,menu_name,restaurant_id
22014,Sandwiches with Character,1250
22015,Breads,1250
22016,Kid's Sandwiches,1250
22017,Salads,1250
22018,Dressings,1250
22019,"Soups, Stews and Chili",1250
22020,Cheese,1250
22021,Bakery Items,1250
