menu_id,menu_name,restaurant_id
21002,Garden Sensations Salads,1137
21003,Garden Sensations Salads - Additional Salad Dressings,1137
21004,Homestyle Chicken Strips & Crispy Chicken Nuggets,1137
21005,Side Selections,1137
21006,Beverages and Frosty™,1137
21007,Sandwiches,1137
21008,Sandwich Components,1137
21009,Wendy's Old Fashioned Hamburgers,1137
21010,Chicken Temptations Chicken Strips and Nuggets,1137
21011,Super Value Menu™,1137
21012,Hot Stuffed Baked Potatoes,1137
21013,Side Dishes,1137
21014,Frosty™ and Beverages,1137
