menu_id,menu_name,restaurant_id
21351,Tacos,1180
21352,Burritos,1180
21353,Enchiladas,1180
21354,Nachos,1180
21355,Tostada,1180
21356,Salads,1180
21357,Texas Style Meals,1180
21358,Enchilada,1180
21359,Quesadillas,1180
21360,Extras,1180
