menu_id,menu_name,restaurant_id
22226,Freshly Baked Breads,1284
22227,Baked Soufflés & Bagels,1284
22228,Soups,1284
22229,Sandwiches,1284
22230,Hand-Tossed Salads,1284
22231,Salad Dressings,1284
22232,Pastries & Sweets,1284
22233,Beverages,1284
