menu_id,menu_name,restaurant_id
21128,Base,1154
21129,Additions,1154
21130,Starters & Dips,1154
21131,Burritos,1154
21132,Tacos,1154
21133,Moon Specials,1154
21134,Rice Bowls,1154
21135,Salads – without flour tortilla bowl,1154
21136,Kids Meal,1154
21137,Black Board Specials,1154
