menu_id,menu_name,restaurant_id
20675,Fountain-Refreshing Beverages,1098
20676,Fountain-Deluxe Shakes & Malts,1098
20677,Fountain-Desserts,1098
20678,Breakfast-Omelettes & Eggs,1098
20679,Breakfast-Ruby's Specialties,1098
20680,Breakfast-Ruby'S Specialties,1098
20681,Breakfast-Hot From The Griddle. A La Carte,1098
20682,Breakfast-Giddle Combos,1098
20683,Breakfast-Cereal,1098
20684,Breakfast-Kids Breakfasts,1098
20685,Breakfast-Sides,1098
20686,Breakfast-Accompaniments,1098
20687,"Lunch/Dinner-De ""Lite"" Full",1098
20688,Lunch/Dinner-Low-Carb Or Lower-Fat Burger,1098
20689,Lunch/Dinner-Tasty Starters,1098
20690,Lunch/Dinner-Soups & Chili,1098
20691,Lunch/Dinner-Garden Fresh Salads,1098
20692,Lunch/Dinner-Salad Accompaniments,1098
20693,Lunch/Dinner-Sandwiches,1098
20694,Lunch/Dinner-Ruby'S Favorites,1098
20695,Lunch/Dinner-Famous Burgers,1098
20696,Lunch/Dinner-Sandwich & Burger Accompaniments,1098
20697,Lunch/Dinner-Substitutions,1098
20698,Lunch/Dinner-Kids Meals,1098
