menu_id,menu_name,restaurant_id
22577,Pints - Organic Ice Cream,1326
22578,Pints - Original Ice Cream,1326
22579,Pints - Body & Soul™,1326
22580,Pints - Low Fat Frozen Yogurt,1326
22581,Pints - Sorbet,1326
22582,Pints - Frozen Yogurt,1326
22583,Cones and Sundaes - Original Ice Cream,1326
22584,Cones and Sundaes - Low Fat Frozen Yogurt,1326
22585,Cones and Sundaes - Sorbet,1326
22586,Bars - Original Ice Cream,1326
22587,Singles - Original Ice Cream,1326
22588,Singles - Novelties,1326
