menu_id,menu_name,restaurant_id
21892,Sandwiches,1242
21893,Melts,1242
21894,Salad,1242
21895,Salads,1242
21896,Every Day Soups,1242
21897,Weekly Soups,1242
21898,Pasta,1242
21899,Shareables,1242
21900,Pizza,1242
21901,Baked Omelette Sandwiches,1242
21902,Bagels,1242
21903,Cream Cheese,1242
21904,Muffins,1242
21905,Scones,1242
21906,Breakfast Favorites,1242
21907,Limited Time Beverages,1242
21908,Coffee & Espresso,1242
21909,Arctics,1242
21910,Beverages,1242
21911,Fruit Smoothies,1242
21912,Beverage Favorites,1242
21913,Desserts,1242
21914,Kid'S Menu,1242
