menu_id,menu_name,restaurant_id
23082,Appetizers,1404
23083,Salad & Soup,1404
23084,Create Your Own Sandwich,1404
23085,Burgers & Sandwiches,1404
23086,Sandwich Toppings,1404
23087,Seafood & Chicken,1404
23088,TEXAS Steaks,1404
23089,Iron Skillets,1404
23090,Signature Combos,1404
23091,Prime & Ribs,1404
23092,Add-Ons,1404
23093,Sidekicks,1404
23094,Desserts,1404
23095,Condiments,1404
23096,Salad Dressings,1404
23097,Breakfast (Best - 4 - Value Breakfast),1404
23098,Breakfast (From The Griddle),1404
23099,Breakfast (Low Carb Inspirations),1404
23100,Breakfast (Signature Dish),1404
23101,Breakfast (The Eggery),1404
23102,Breakfast (Eye Openers),1404
23103,Breakfast (Skillet Inspirations),1404
23104,Breakfast (Extra),1404
23105,Breakfast (Beverages),1404
23106,Young Texan Menu,1404
