menu_id,menu_name,restaurant_id
21915,"7 "" Subs",1243
21916,Better Bunch,1243
21917,"4"" Mini Subs",1243
21918,Limited Time Specials,1243
21919,Breads,1243
21920,Salads,1243
21921,Soups,1243
21922,Sides & Other,1243
