food_id	menu_id	food_name	serving_size	calories	fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	fiber	sugar	protein	vit_a	vit_c	calcium	iron	is_vegetarian	is_vegan	is_gf	is_featured
143251	23062	"Fries, Small"	150 g	430	20	1.5	0.2	0	95	57	5	0	6	0	2	2	15	1	0	1	1
143252	23062	"Fries, Regular"	200 g	580	27	2	0.2	0	125	76	6	0	7	0	4	2	15	1	0	1	0
143253	23062	"Fries, Large"	290 g	840	39	3	0.3	0	180	110	9	0	11	0	4	4	25	1	0	1	0
143254	23062	"Fries, XL"	360 g	1040	49	4	0.4	0	220	137	11	0	13	0	6	4	30	1	0	1	0
143255	23062	"Classic Poutine, Small"	307 g	710	37	11	0.5	45	860	74	5	2	14	15	2	35	15	1	0	1	0
143256	23062	"Classic Poutine, Regular"	413 g	950	50	15	1	60	1150	100	7	2	19	20	4	45	20	1	0	1	0
143257	23062	"Beef Lovers Poutine, Small"	315 g	690	35	9	0.5	30	830	72	5	1	21	8	4	20	20	0	0	1	1
143258	23062	"Beef Lovers Poutine, Regular"	426 g	930	47	12	0.5	45	1130	98	7	2	28	10	6	30	25	0	0	1	0
143259	23062	"Butter Chicken Poutine, Small"	308 g	710	37	10	0.5	65	760	72	6	2	21	15	4	25	20	0	0	1	0
143260	23062	"Butter Chicken Poutine, Regular"	418 g	980	51	15	0.5	90	1040	98	9	3	29	20	4	35	30	0	0	1	0
143261	23062	"Bacon Double Cheese Poutine, Small"	286 g	710	38	11	0.5	50	720	76	5	3	16	15	8	35	15	0	0	1	0
143262	23062	"Bacon Double Cheese Poutine, Regular"	401 g	960	51	15	0.5	70	1030	104	7	4	22	20	15	50	25	0	0	1	0
143263	23062	"Chili Cheese Fries, Small"	320 g	620	28	5	0.2	15	490	80	7	2	13	6	30	10	20	0	0	1	0
143264	23062	"Chili Cheese Fries, Regular"	430 g	830	37	6	0.3	15	690	109	10	3	16	6	40	10	30	0	0	1	0
143265	23062	"Chili Poutine, Small"	282 g	680	35	9	0.5	40	470	75	7	1	18	15	20	30	20	0	0	1	0
143266	23062	"Chili Poutine, Regular"	398 g	940	47	13	0.5	55	670	103	10	2	24	20	35	40	25	0	0	1	0
143267	23062	"Pulled Pork Poutine, Small"	277 g	700	37	9	0.4	50	780	72	6	5	18	15	4	25	20	0	0	1	0
143268	23062	"Pulled Pork Poutine, Regular"	391 g	990	53	14	0.5	70	1160	98	9	8	26	20	6	35	25	0	0	1	0
