food_id,menu_id,food_name,serving_size,calories,fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,fiber,sugar,protein,vit_a,vit_c,calcium,iron,is_vegetarian,is_vegan,is_gf,is_featured
143329,23075,Single ShackBurger,,530,34,14,1,115,1260,26,0,6,29,0,0,0,0,0,0,0,0
143330,23075,Double ShackBurger,,790,52,23,2,195,2280,27,0,6,51,0,0,0,0,0,0,0,0
143331,23075,Single Hamburger,,400,22,10,1,85,850,24,0,5,25,0,0,0,0,0,0,0,0
143332,23075,Double Hamburger,,590,34,15,1.5,150,1540,24,0,5,44,0,0,0,0,0,0,0,0
143333,23075,Single Cheeseburger,,470,28,14,1,105,1200,25,0,5,29,0,0,0,0,0,0,0,1
143334,23075,Double Cheeseburger,,730,46,22,2,185,2220,25,0,5,51,0,0,0,0,0,0,0,0
143335,23075,Shroom Burger,,550,31,12,0.5,55,670,49,0,7,18,0,0,0,0,0,0,0,1
143336,23075,Shack Stack,,800,49,21,1.5,140,1700,50,0,7,40,0,0,0,0,0,0,0,0
143337,23075,Single SmokeShackTM,,610,39,16,1,130,2010,28,0,7,36,0,0,0,0,0,0,0,0
143338,23075,Double SmokeShackTM,,870,57,24,2,210,3030,28,0,7,58,0,0,0,0,0,0,0,0
143339,23075,Roadside Double Burger,,850,61,25,2,142,1160,36,4,11,55,0,0,0,0,0,0,0,0
143340,23075,Lockhart Link Burger,,810,60,24,1,165,2050,27,3,5,39,0,0,0,0,0,0,0,0
143341,23075,Lockhart Link Burger Double,,1070,78,32,2,245,3080,28,2,6,61,0,0,0,0,0,0,0,0
143342,23075,Link Burger,,730,50,20,1,120,1520,27,2,7,37,0,0,0,0,0,0,0,0
143343,23075,Link Burger Double,,990,68,28,2,200,2550,28,2,8,59,0,0,0,0,0,0,0,0
143344,23075,Green Chile CheddarShack Single,,590,36,16,1,110,1690,33,1,11,33,0,0,0,0,0,0,0,0
143345,23075,Green Chile CheddarShack Double,,900,58,26,1.5,200,2550,33,1,11,59,0,0,0,0,0,0,0,0
143346,23075,Mound City Double,,810,52,22,1.5,195,2380,26,0,6,56,0,0,0,0,0,0,0,0
143347,23075,Crackle Shack Single,,580,37,15,1,120,1400,25,0,5,34,0,0,0,0,0,0,0,0
143348,23075,Crackle Shack Double,,770,49,20,2,185,2080,25,0,5,53,0,0,0,0,0,0,0,0
143349,23075,Montlake Double Cut,,940,64,29,1.5,235,2410,36,1,4,53,0,0,0,0,0,0,0,0
143350,23075,Golden State Double,,960,65,27,2,235,2200,41,0,9,52,0,0,0,0,0,0,0,0
143351,23075,Bacon Cheeseburger single,,540,33,15,1,120,1480,25,0,5,35,0,0,0,0,0,0,0,0
143352,23075,Bacon Cheeseburger double,,800,51,24,2,200,2510,25,0,6,58,0,0,0,0,0,0,0,0
143353,23075,Veggie Shack,,530,27,7,0,20,1250,56,6,10,16,0,0,0,0,1,0,0,0
143354,23075,Veggie Shack vegan lettuce wrap,,310,18,1.5,0,0,900,31,4,6,4,0,0,0,0,1,1,1,1
143355,23075,Veggie Shack vegan,,390,22,1.5,0,0,1130,50,6,8,6,0,0,0,0,1,1,0,0
143356,23075,Grilled Cheese,,350,22,13,0.5,55,850,25,0,5,14,0,0,0,0,0,0,0,0
143357,23075,Martins Potato Roll,,210,10,6,0,20,170,24,0,5,7,0,0,0,0,0,0,0,0
143358,23075,Gluten Free Bun,,170,3.5,0,0,0,370,32,2,5,2,0,0,0,0,0,0,1,0
143359,23075,Lettuce Wrap,,5,0,0,0,0,15,1,1,0,1,0,0,0,0,0,0,1,0
143360,23075,Burger Patty,,190,12,4.5,0.5,65,690,0,0,0,19,0,0,0,0,0,0,1,0
143361,23075,American Cheese,,70,6,3.5,0,15,340,1,0,0,4,0,0,0,0,0,0,1,0
143362,23075,ShackSauce,,60,6,1,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0
143363,23075,Lettuce,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
143364,23075,Tomato,,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
143365,23075,Pickle,,1,0,0,0,0,140,0,0,0,0,0,0,0,0,1,1,1,0
143366,23075,Onion,,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
