food_id	menu_id	food_name	serving_size	calories	fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	fiber	sugar	protein	vit_a	vit_c	calcium	iron	is_vegetarian	is_vegan	is_gf	
132300	23066	Creamy Mushroom Sauce	1 Serving	860	87	54	2	250	1090	13	0	7	10	0	0	0	0	0	0	0	0
132301	23066	Five Cheese Marinara	1 Serving	440	35	18	0.5	90	1080	22	3	12	10	0	0	0	0	0	0	0	0
132302	23066	Traditional Marinara	1 Serving	190	10	1	0	0	960	22	3	13	3	0	0	0	0	1	1	1	0
132303	23066	Traditional Meat Sauce	1 Serving	300	19	7	0	60	1040	19	2	13	14	0	0	0	0	0	0	0	0
132304	23066	Garden Veggies	1 Serving	35	0	0	0	0	35	6	2	3	2	0	0	0	0	1	1	0	0
132305	23066	Crispy Chicken Fritta	1 Serving	240	12	1.5	0	50	730	14	1	0	20	0	0	0	0	0	0	0	0
132306	23066	Grilled Chicken	1 Serving	150	5	1	0	75	240	0	0	0	27	0	0	0	0	0	0	0	0
132307	23066	Italian Sausage	2 Links	470	39	14	0	115	1140	2	0	2	27	0	0	0	0	0	0	0	0
132308	23066	Meatballs 	3 Meatballs	480	40	19	2	65	1060	7	3	0	23	0	0	0	0	0	0	0	0
132309	23066	Sautéed Shrimp	1 Serving	60	0	0	0	130	580	0	0	0	14	0	0	0	0	0	0	0	0
132310	23068	Chicken & Cheese Piadina	1 Serving	710	49	16	0	95	1660	40	3	2	30	0	0	0	0	0	0	0	0
132311	23068	Grilled Vegetable & Cheese Piadina	1 Serving	630	37	12	0.5	50	990	52	5	7	22	0	0	0	0	0	0	0	1
132312	23068	Marinara Sauce	1 Serving	45	2.5	0	0	0	240	6	0	3	0	0	0	0	0	0	0	0	0
132313	23068	Meatball Pizza Bowl	1 Serving	950	56	29	0.5	150	2500	64	5	7	46	0	0	0	0	0	0	0	0
132314	23068	Chicken Parmigiana Sandwich	1 Serving	630	33	10	0	85	1760	49	3	4	37	0	0	0	0	0	0	0	0
132315	23068	Eggplant Parmigiana Sandwich	1 Serving	650	36	10	0	40	1330	63	5	8	22	0	0	0	0	1	0	0	0
132316	23068	Italian Meatball Sandwich	1 Serving	650	45	20	1.5	75	1420	37	3	2	27	0	0	0	0	0	0	0	0
132317	23068	Spicy Calabrian Chicken Sandwich	1 Serving	520	30	8	0	65	1190	38	2	2	26	0	0	0	0	0	0	0	0
132318	23068	Added Fries	1 Serving	270	12	1	0	0	720	36	3	0	3	0	0	0	0	0	0	0	0
132319	23068	Added Ketchup	1 Serving	80	0	0	0	0	640	20	0	16	0	0	0	0	0	0	0	0	0
132320	23068	Chicken Giardino	1 Serving	600	17	7	0	115	2240	70	5	9	41	0	0	0	0	0	0	0	0
132321	23068	Chicken Margherita (lunch)	1 Serving	400	25	9	0	105	790	11	2	5	36	0	0	0	0	0	0	0	0
132322	23068	Chicken Margherita (dinner)	1 Serving	570	30	10	0	210	1340	13	4	4	64	0	0	0	0	0	0	0	0
132323	23068	Chicken Piccata (lunch)	1 Serving	370	22	10	0	105	1250	12	3	3	32	0	0	0	0	0	0	0	0
132324	23068	Chicken Piccata (dinner)	1 Serving	530	27	11	0	175	1480	12	3	4	60	0	0	0	0	0	0	0	0
132325	23068	Herb-Grilled Salmon	1 Serving	460	29	8	0	120	960	9	5	3	45	0	0	0	0	0	0	0	0
132326	23068	Ravioli di Portobello (lunch)	1 Serving	570	31	16	0.5	110	790	52	4	6	19	0	0	0	0	0	0	0	0
132327	23068	Salmon Piccata	1 Serving	580	40	12	0	135	1560	12	3	3	45	0	0	0	0	0	0	0	1
132328	23068	Shrimp Scampi Mini Pasta Bowl (lunch)	1 Serving	480	19	7	0.5	105	850	53	4	5	20	0	0	0	0	0	0	0	0
132329	23068	Shrimp Scampi (dinner)	1 Serving	510	20	7	0.5	165	960	54	4	5	29	0	0	0	0	0	0	0	0
132330	23068	LTO! Stuffed Fettuccine Alfredo (Regional)	1 Serving	1860	132	83	5	425	3140	100	5	8	72	0	0	0	0	1	0	0	0
132331	23068	LTO! Stuffed Fettuccine Alfredo with Chicken (Regional)	1 Serving	2170	141	85	5	575	3610	101	6	9	126	0	0	0	0	0	0	0	0
132332	23068	LTO! Stuffed Fettuccine Alfredo with Shrimp (Regional)	1 Serving	1920	132	83	5	555	3720	100	5	9	86	0	0	0	0	0	0	0	0
132333	23068	Cheese Ravioli with Marinara Sauce	1 Serving	780	39	20	0	125	2140	68	5	11	41	0	0	0	0	1	0	0	0
132334	23068	Cheese Ravioli with Meat Sauce	1 Serving	860	46	24	0	170	2190	65	4	11	50	0	0	0	0	0	0	0	0
132335	23068	Chicken Parmigiana	1 Serving	1060	52	14	0	155	2980	86	7	16	63	0	0	0	0	0	0	0	0
132336	23068	Grilled Chicken Parmigiana	1 Serving	780	32	10	0	180	1850	54	6	12	74	0	0	0	0	0	0	0	1
132337	23068	Eggplant Parmigiana	1 Serving	1060	54	12	0	45	1990	113	11	23	30	0	0	0	0	1	0	0	0
132338	23068	Fettuccine Alfredo Mini Pasta Bowl (lunch)	1 Serving	650	45	27	1	140	610	47	2	3	15	0	0	0	0	1	0	0	0
132339	23068	Fettuccine Alfredo (dinner)	1 Serving	1010	56	34	1.5	155	850	97	7	5	30	0	0	0	0	1	0	0	0
132340	23068	Five Cheese Ziti al Forno	1 Serving	1220	71	36	1	185	2160	103	6	19	45	0	0	0	0	1	0	0	0
132341	23068	Lasagna Classico (lunch)	1 Serving	640	36	20	1	145	1430	39	5	12	40	0	0	0	0	0	0	0	0
132342	23068	Lasagna Classico (dinner)	1 Serving	930	53	28	1.5	210	2070	56	8	18	58	0	0	0	0	0	0	0	0
132343	23068	Ravioli di Portobello (dinner)	1 Serving	820	46	24	1	160	1150	73	6	8	27	0	0	0	0	0	0	0	0
132344	23068	Spaghetti with Meat Sauce Mini Pasta Bowl (lunch)	1 Serving	360	12	3.5	0	30	530	51	3	9	14	0	0	0	0	0	0	0	0
132345	23068	Tour of Italy	1 Serving	1520	96	48	1.5	340	3250	92	6	19	75	0	0	0	0	0	0	0	0
132346	23069	Chicken & Shrimp Carbonara	1 Serving	1390	94	50	3	405	2050	75	3	10	64	0	0	0	0	0	0	0	0
132347	23069	Chicken Alfredo	1 Serving	1620	100	57	2	430	1680	96	5	6	84	0	0	0	0	0	0	0	0
132348	23069	Chicken Scampi	1 Serving	1260	72	28	0	200	1990	105	4	7	49	0	0	0	0	0	0	0	0
132349	23069	Stuffed Chicken Marsala	1 Serving	930	58	26	1	245	1920	33	4	8	71	0	0	0	0	0	0	0	0
132350	23069	Seafood Alfredo	1 Serving	1250	75	45	2	310	1480	95	4	8	49	0	0	0	0	0	0	0	0
132351	23069	Shrimp Alfredo	1 Serving	1150	69	41	1.5	340	1490	92	4	5	40	0	0	0	0	0	0	0	0
132352	23069	LTO! Braised Beef Bolognese	1 Serving	1040	46	21	0.5	145	2240	106	6	11	51	0	0	0	0	0	0	0	0
132353	23069	6 oz. Sirloin with Fettucine Alfredo	1 Serving	980	60	32	1.5	240	2000	54	4	6	58	0	0	0	0	0	0	0	0
132354	23069	Braised Beef & Tortelloni	1 Serving	1120	58	24	1.5	230	2370	83	6	16	67	0	0	0	0	0	0	0	0
132355	23069	Steak Gorgonzola-Alfredo	1 Serving	1380	85	51	2	330	2810	88	6	8	68	0	0	0	0	0	0	0	0
132356	23067	Garlic Parmesan Fries	1 Serving	270	12	1	0	0	720	36	3	0	3	0	0	0	0	1	0	0	0
132357	23067	Garlic Mashed Potatoes	1 Serving	150	8	3	0	10	460	17	2	3	3	0	0	0	0	1	0	0	0
132358	23067	Parmesan Crusted Zucchini	1 Serving	90	7	2	0	5	190	5	1	3	4	0	0	0	0	1	0	0	0
132359	23067	Steamed Broccoli	1 Serving	35	0	0	0	0	35	7	4	3	4	0	0	0	0	1	1	1	1
132360	23070	Chocolate Chunkin' Pumpkin Cheesecake	1 Serving	760	47	25	1.5	170	490	79	3	58	11	0	0	0	0	1	0	0	0
132361	23070	S'mores Layer Cake	1 Serving	720	38	20	0	195	300	93	2	63	7	0	0	0	0	0	0	0	0
132362	23070	Black Tie Mousse Cake	1 Serving	750	50	30	1	155	290	76	4	59	9	0	0	0	0	1	0	0	0
132363	23070	"Cannoli, traditional"	1 Serving	280	14	7	0	20	45	33	0	18	5	0	0	0	0	1	0	0	0
132364	23070	"Cannoli, strawberry"	1 Serving	280	14	6	0	20	45	33	0	18	5	0	0	0	0	1	0	0	0
132365	23070	"Cannoli, chocolate"	1 Serving	300	14	8	0	20	50	33	0	18	5	0	0	0	0	1	0	0	0
132366	23070	Lemon Cream Cake	1 Serving	550	31	17	0	70	440	60	0	45	6	0	0	0	0	0	0	0	0
132367	23070	Seasonal Sicilian Cheesecake	1 Serving	730	42	26	1.5	155	440	78	2	64	12	0	0	0	0	1	0	0	0
132368	23070	Tiramisu	1 Serving	470	27	17	0	215	125	54	0	35	6	0	0	0	0	1	0	0	0
132369	23070	Warm Apple Crostata	1 Serving	630	29	15	0	35	420	83	2	41	7	0	0	0	0	1	0	0	0
132370	23070	Zeppoli (no sauce)	1 Serving	810	28	3.5	0	0	510	119	6	25	20	0	0	0	0	0	0	0	0
132371	23070	add chocolate sauce	1 Serving	220	3	2	0	10	110	48	0	42	2	0	0	0	0	0	0	0	0
132372	23070	add raspberry sauce	1 Serving	210	0	0	0	0	10	51	0	35	0	0	0	0	0	0	0	0	0
132373	23070	Amaretto Tiramisu	1 Serving	220	17	10	0	90	65	14	0	11	3	0	0	0	0	0	0	0	0
132374	23070	Chocolate Mousse	1 Serving	240	18	10	0	55	125	18	1	12	2	0	0	0	0	0	0	0	0
132375	23070	Dark Chocolate Caramel Cream	1 Serving	240	16	8	0	50	110	23	0	17	2	0	0	0	0	0	0	0	0
132376	23070	Limoncello Mousse	1 Serving	240	15	10	0	45	85	26	0	20	2	0	0	0	0	0	0	0	0
132377	23070	Strawberry & White Chocolate	1 Serving	190	11	6	0	30	100	23	0	18	1	0	0	0	0	0	0	0	0
132378	23071	Fettuccine	1 Serving	170	1.5	0	0	0	0	34	1	1	6	0	0	0	0	0	0	0	0
132379	23071	Small Shells	1 Serving	210	2	0	0	0	5	42	2	2	7	0	0	0	0	0	0	0	0
132380	23071	Spaghetti	1 Serving	170	1.5	0	0	0	5	33	1	2	6	0	0	0	0	0	0	0	0
132381	23071	Whole Grain Linguine	1 Serving	220	3.5	0	0	0	5	36	9	1	11	0	0	0	0	0	0	0	0
132382	23071	Alfredo Sauce	1 Serving	330	32	20	1	105	450	4	0	0	6	0	0	0	0	0	0	0	0
132383	23071	Five Cheese Marinara	1 Serving	160	13	7	0	35	400	8	0	5	4	0	0	0	0	0	0	0	0
132384	23071	Meat Sauce	1 Serving	110	7	2.5	0	25	390	7	0	5	5	0	0	0	0	0	0	0	0
132385	23071	Tomato Sauce	1 Serving	80	5	0.5	0	0	420	8	1	5	1	0	0	0	0	0	0	0	0
132386	23071	Grilled Chicken	1 Serving	150	5	1	0	75	240	0	0	0	27	0	0	0	0	0	0	0	0
132387	23071	Meatball	1 Serving	160	13	6	0.5	20	350	2	0	0	8	0	0	0	0	0	0	0	0
132388	23071	Shrimp	1 Serving	30	0	0	0	65	290	0	0	0	7	0	0	0	0	0	0	0	0
132389	23071	Cheese Pizza	1 Serving	400	13	7	0	25	720	54	3	4	17	0	0	0	0	1	0	0	0
132390	23071	Pepperoni Topping	1 Serving	60	5	2	0	10	240	0	0	0	2	0	0	0	0	0	0	0	0
132391	23071	Cheese Ravioli	1 Serving	340	16	8	0	50	980	33	3	6	17	0	0	0	0	1	0	0	0
132392	23071	Cheese Tortelloni	1 Serving	350	14	4.5	0	85	860	44	1	6	13	0	0	0	0	1	0	0	0
132393	23071	Chicken Fingers & Pasta	1 Serving	400	16	1.5	0	50	720	42	2	5	24	0	0	0	0	0	0	0	0
132394	23071	Macaroni & Cheese	1 Serving	360	14	8	0	40	870	45	2	6	16	0	0	0	0	1	0	0	0
132395	23071	Grapes	1 Serving	40	0	0	0	0	0	11	0	9	0	0	0	0	0	1	1	0	0
132396	23071	Steamed Broccoli	1 Serving	35	0	0	0	0	35	7	4	3	4	0	0	0	0	0	0	0	0
132397	23071	French Fries	1 Serving	250	11	1	0	0	360	36	3	0	3	0	0	0	0	0	0	0	0
132398	23071	Ketchup	1 Serving	80	0	0	0	0	640	20	0	16	0	0	0	0	0	0	0	0	0
132399	23071	Spaghetti with tomato sauce	1 Serving	180	4.5	0.5	0	0	290	30	2	5	5	0	0	0	0	0	0	0	0
132400	23071	Italian Ice Milkshake	1 Serving	220	11	7	0	35	55	28	0	23	2	0	0	0	0	0	0	0	0
132401	23071	"Milk, 1% low fat"	1 Serving	100	2.5	1.5	0	10	105	12	0	12	8	0	0	0	0	0	0	0	0
132402	23071	"Chocolate Milk, 1% low fat"	1 Serving	180	2.5	1.5	0	10	135	31	0	29	8	0	0	0	0	0	0	0	0
132403	23071	Raspberry Lemonade	1 Serving	110	0	0	0	0	10	7	0	6	0	0	0	0	0	0	0	0	0
132404	23071	"Juice, Apple"	1 Serving	170	0	0	0	0	50	42	0	42	0	0	0	0	0	0	0	0	0
132405	23071	"Juice, Cranberry"	1 Serving	180	0	0	0	0	50	45	0	45	0	0	0	0	0	0	0	0	0
132406	23071	"Juice, Orange"	1 Serving	180	0	0	0	0	10	40	0	36	3	0	0	0	0	0	0	0	0
132407	23071	"Juice, Pineapple"	1 Serving	200	0	0	0	0	5	48	0	45	1	0	0	0	0	0	0	0	0
132408	23071	"Smoothie, Strawberry-Banana"	1 Serving	120	0	0	0	0	30	30	2	22	0	0	0	0	0	0	0	0	0
132409	23071	"Smoothie, Peach-Mango"	1 Serving	120	0	0	0	0	15	29	0	23	0	0	0	0	0	0	0	0	0
132410	23071	Sundae with chocolate sauce	1 Serving	190	8	5	0	30	45	28	0	22	2	0	0	0	0	0	0	0	0
132411	23072	Zuppa Toscana (U.S. only)	1 Serving	220	15	7	0	40	790	15	2	2	7	0	0	0	0	0	0	1	0
132412	23072	Famous House Salad without croutons	1 Serving	110	8	1.5	0	0	670	7	2	3	2	0	0	0	0	0	0	1	0
132413	23072	Tuscan Sirloin	1 Serving	420	16	7	0.5	105	1940	26	7	6	46	0	0	0	0	0	0	1	0
132414	23072	Herb-Grilled Salmon	1 Serving	460	29	8	0	120	960	9	5	3	45	0	0	0	0	0	0	1	0
132415	23072	Rotini with Marinara sauce	1 Serving	610	15	1.5	0	0	970	109	5	13	10	0	0	0	0	0	0	1	0
132416	23072	Rotini with Meat sauce	1 Serving	730	25	8	0	60	1040	106	4	13	22	0	0	0	0	0	0	1	0
132417	23072	Grilled Chicken	1 Serving	150	5	1	0	75	240	0	0	0	27	0	0	0	0	0	0	1	0
132418	23072	Italian Sausage	1 Serving	470	39	14	0	115	1140	2	0	2	27	0	0	0	0	0	0	1	0
132419	23072	Shrimp	1 Serving	70	0	0	0	120	200	0	0	0	16	0	0	0	0	0	0	1	0
132420	23072	Kids Rotini with Marinara & Grilled Chicken (with grapes)	1 Serving	500	13	2	0	75	720	66	4	16	33	0	0	0	0	0	0	1	0
132421	23072	Kids Rotini with Marinara sauce	1 Serving	310	8	0.5	0	0	480	55	3	6	5	0	0	0	0	0	0	1	0
132422	23072	Kids Rotini with Meat sauce	1 Serving	360	12	4	0	30	520	53	2	7	11	0	0	0	0	0	0	1	0
132423	23073	Whites and Rosé 	Glass	150	0	0	0	0	10	4	0	2	0	0	0	0	0	0	0	0	0
132424	23073	Whites and Rosé 	Quartino	220	0	0	0	0	15	6	0	3	0	0	0	0	0	0	0	0	0
132425	23073	Whites and Rosé 	Bottle	630	0	0	0	0	35	16	0	7	0	0	0	0	0	0	0	0	0
132426	23073	Whites and Rosé 	Magnum Bottle	1250	0	0	0	0	75	32	0	14	1	0	0	0	0	0	0	0	0
132427	23073	Reds 	Glass	160	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
132428	23073	Reds 	Quartino	230	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0
132429	23073	Reds 	Bottle	660	0	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0
132430	23073	Reds 	Magnum Bottle	1310	0	0	0	0	0	43	0	11	1	0	0	0	0	0	0	0	0
132431	23073	Sparkling Prosecco 	Glass	160	0	0	0	0	10	10	0	10	0	0	0	0	0	0	0	0	0
132432	23073	Sparkling Prosecco	Bottle	660	0	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0
132433	23073	Makers Black Cherry Coke	Coke	220	0	0	0	0	20	36	0	34	0	0	0	0	0	0	0	0	0
132434	23073	Berry Sangria	Glass	210	0	0	0	0	5	30	0	27	0	0	0	0	0	0	0	0	0
132435	23073	Berry Sangria 	Pitcher	870	0	0	0	0	25	126	3	112	1	0	0	0	0	0	0	0	0
132436	23073	Green Apple Moscato Sangria	Glass	200	0	0	0	0	15	39	0	37	0	0	0	0	0	0	0	0	0
132437	23073	Green Apple Moscato Sangria	Pitcher	830	0	0	0	0	50	161	3	150	2	0	0	0	0	0	0	0	0
132438	23073	Peach Sangria	Glass	230	0	0	0	0	5	35	0	32	0	0	0	0	0	0	0	0	0
132439	23073	Peach Sangria	Pitcher	940	0	0	0	0	25	143	3	130	1	0	0	0	0	0	0	0	0
132440	23073	Watermelon Moscato Sangria 	Glass	180	0	0	0	0	15	34	0	31	0	0	0	0	0	0	0	0	0
132441	23073	Watermelon Moscato Sangria 	Pitcher	720	0	0	0	0	60	138	3	128	0	0	0	0	0	0	0	0	0
132442	23073	Frozen Blackberry-Pineapple Margarita	Glass	230	0	0	0	0	20	36	2	32	0	0	0	0	0	0	0	0	0
132443	23073	Frozen Strawberry Margarita	Glass	290	0	0	0	0	20	52	4	42	0	0	0	0	0	0	0	0	0
132444	23073	Frozen Strawberry-Mango Margarita	Glass	340	0	0	0	0	20	65	4	52	0	0	0	0	0	0	0	0	0
132445	23073	Italian Margarita	Glass	380	0	0	0	0	30	58	4	49	0	0	0	0	0	0	0	0	0
132446	23073	Traditional Margarita	Glass	290	0	0	0	0	25	48	4	39	0	0	0	0	0	0	0	0	0
132447	23073	Watermelon Margarita	Glass	180	0	0	0	0	10	29	1	25	0	0	0	0	0	0	0	0	0
132448	23073	Antipasto Bloody Mary	Glass	150	3	0.5	0	0	1200	8	0	3	2	0	0	0	0	0	0	0	0
132449	23073	Bacardi & Coke	Glass	100	0	0	0	0	5	6	0	6	0	0	0	0	0	0	0	0	0
132450	23073	Classic Martini	Glass	200	2	0	0	0	390	2	0	0	0	0	0	0	0	0	0	0	0
132451	23073	Daiquiri	Glass	210	0	0	0	0	20	31	3	25	0	0	0	0	0	0	0	0	0
132452	23073	Daiquiri - Mango	Glass	280	0	0	0	0	5	51	2	41	0	0	0	0	0	0	0	0	0
132453	23073	Daiquiri - Peach	Glass	290	0	0	0	0	0	52	2	47	0	0	0	0	0	0	0	0	0
