food_id	menu_id	food_name	serving_size	calories	fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	fiber	sugar	protein	vit_a	vit_c	calcium	iron	is_vegetarian	is_vegan	is_gf	
132454	23073	Daiquiri - Strawberry	Glass	290	0	0	0	0	5	52	3	42	0	0	0	0	0	0	0	0	0
132455	23073	Long Island Iced Tea	Glass	210	0	0	0	0	20	25	2	21	0	0	0	0	0	0	0	0	0
132456	23073	Long Island Limoncello	Glass	230	0	0	0	0	20	31	2	27	0	0	0	0	0	0	0	0	0
132457	23073	Manhattan	Glass	180	0	0	0	0	5	6	0	4	0	0	0	0	0	0	0	0	0
132458	23073	Milan Mai Tai	Glass	260	0	0	0	0	20	42	1	38	0	0	0	0	0	0	0	0	0
132459	23073	Mojito	Glass	220	0	0	0	0	25	33	1	28	0	0	0	0	0	0	0	0	0
132460	23073	Moscato Citrus Berry Cocktail	Glass	200	0	0	0	0	45	37	0	31	0	0	0	0	0	0	0	0	0
132461	23073	Moscow Mule	Glass	170	0	0	0	0	5	17	1	15	0	0	0	0	0	0	0	0	0
132462	23073	Peach Bellini	Glass	240	0	0	0	0	0	41	0	36	0	0	0	0	0	0	0	0	0
132463	23073	Pina Colada	Glass	330	3.5	3.5	0	0	20	53	4	47	1	0	0	0	0	0	0	0	0
132464	23073	Raspberry Italian Ice Mule	Glass	230	0	0	0	0	0	27	0	26	0	0	0	0	0	0	0	0	0
132465	23073	Spiked Strawberry Lemonade	Glass	160	0	0	0	0	15	24	0	22	0	0	0	0	0	0	0	0	0
132466	23073	Cappuccino Viva Italiano	Glass	220	5	2.5	0	25	65	21	0	17	9	0	0	0	0	0	0	0	0
132467	23073	Caramel Amaretto Macchiato	Glass	290	2.5	1	0	15	30	48	0	42	5	0	0	0	0	0	0	0	0
132468	23073	Chocolate Almond Amoré	Glass	540	19	12	0	60	90	62	0	124	5	0	0	0	0	0	0	0	0
132469	23073	Espresso Martini	Glass	310	9	5	0	30	20	32	0	23	1	0	0	0	0	0	0	0	0
132470	23073	Frozen Tiramisu	Glass	500	12	7	0	45	65	64	0	57	8	0	0	0	0	0	0	0	0
132471	23073	Irish Coffee	Glass	100	1	0.5	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
132472	23073	Mudslide	Glass	530	19	12	0.5	60	110	64	1	54	5	0	0	0	0	0	0	0	0
132473	23073	White Russian	Glass	200	3	2	0	10	20	14	0	11	0	0	0	0	0	0	0	0	0
132474	23073	Light Draft	16 fl oz	140	0	0	0	0	15	6	0	6	1	0	0	0	0	0	0	0	0
132475	23073	Light Draft 	22 fl oz	190	0	0	0	0	20	8	0	8	2	0	0	0	0	0	0	0	0
132476	23073	Regular Draft 	16 fl oz	230	0	0	0	0	5	16	0	14	3	0	0	0	0	0	0	0	0
132477	23073	Regular Draft	22 fl oz	310	0	0	0	0	5	22	0	20	4	0	0	0	0	0	0	0	0
132478	23073	Light Beer	Bottle	100	0	0	0	0	10	5	0	5	0	0	0	0	0	0	0	0	0
132479	23073	Regular Beer	Bottle	150	0	0	0	0	10	11	0	11	1	0	0	0	0	0	0	0	0
132480	23073	Angry Orchard Hard Cider	Bottle	220	0	0	0	0	10	31	0	23	0	0	0	0	0	0	0	0	0
132481	23073	Non-Alcoholic Beer	Bottle	70	0	0	0	0	10	13	0	13	0	0	0	0	0	0	0	0	0
132482	23073	Italian Ice Milkshake	Glass	310	16	10	0.5	50	80	40	0	34	4	0	0	0	0	0	0	0	0
132483	23073	"Limonata, Blueberry"	Glass	160	0	0	0	0	30	41	0	39	0	0	0	0	0	0	0	0	0
132484	23073	"Limonata, Kiwi-Melon"	Glass	160	0	0	0	0	35	43	0	39	0	0	0	0	0	0	0	0	0
132485	23073	"Limonata, Strawberry-Passion Fruit"	Glass	130	0	0	0	0	40	34	0	32	0	0	0	0	0	0	0	0	0
132486	23073	Mixed Berry Sparkling Water	Glass	30	0	0	0	0	55	7	0	6	0	0	0	0	0	0	0	0	0
132487	23073	"Smoothie, Peach-Mango"	Glass	180	0	0	0	0	20	44	1	34	1	0	0	0	0	0	0	0	0
132488	23073	"Smoothie, Strawberry-Banana"	Glass	190	0	0	0	0	45	45	3	33	1	0	0	0	0	0	0	0	0
132489	23073	Caffé Latte	Glass	180	7	4	0	30	100	18	0	15	11	0	0	0	0	0	0	0	0
132490	23073	Caffé Mocha	Glass	230	7	3.5	0	30	85	34	2	27	10	0	0	0	0	0	0	0	0
132491	23073	Cappuccino	Glass	140	5	2.5	0	25	70	15	0	12	9	0	0	0	0	0	0	0	0
132492	23073	Cappuccino with Whipped Cream	Glass	150	6	3	0	30	70	13	0	10	9	0	0	0	0	0	0	0	0
132493	23073	Caramel Hazelnut Macchiato	Glass	220	2.5	1	0	15	30	44	0	39	5	0	0	0	0	0	0	0	0
132494	23073	Frozen Cappuccino - Caramel	Glass	320	11	7	0	35	55	54	0	51	3	0	0	0	0	0	0	0	0
132495	23073	Frozen Cappuccino - Traditional	Glass	370	11	7	0	35	55	67	0	63	3	0	0	0	0	0	0	0	0
132496	23073	Frozen Cappuccino - Vanilla	Glass	320	11	7	0	35	55	53	0	50	3	0	0	0	0	0	0	0	0
132497	23073	Iced Coffee - Caramel	Glass	250	7	4	0	20	90	40	0	31	7	0	0	0	0	0	0	0	0
132498	23073	Iced Coffee - Traditional	Glass	210	7	4	0	20	90	29	0	21	7	0	0	0	0	0	0	0	0
132499	23073	Iced Coffee - Vanilla	Glass	240	7	4	0	20	90	38	0	30	7	0	0	0	0	0	0	0	0
132500	23073	Lavazza Espresso	Glass	60	1.5	0	0	15	15	6	0	3	5	0	0	0	0	0	0	0	0
132501	23073	Coffee	Glass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132502	23073	Hot Tea	Glass	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
132503	23073	Hot Chocolate	Glass	360	8	4	0	30	105	63	3	52	11	0	0	0	0	0	0	0	0
132504	23073	"Iced Tea, Bellini Peach-Raspberry"	Glass	80	0	0	0	0	10	18	0	17	0	0	0	0	0	0	0	0	0
132505	23073	"Iced Tea, Blackberry-Pineapple"	Glass	100	0	0	0	0	15	24	0	23	0	0	0	0	0	0	0	0	0
132506	23073	"Iced Tea, Mango-Strawberry"	Glass	100	0	0	0	0	10	24	0	22	0	0	0	0	0	0	0	0	0
132507	23073	"Iced Tea, Fresh Brewed (unsweetened)"	Glass	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
132508	23073	"Iced Tea, Raspberry"	Glass	80	0	0	0	0	10	20	0	18	0	0	0	0	0	0	0	0	0
132509	23073	Italian Bottled Water	Glass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132510	23073	Raspberry Lemonade	Glass	170	0	0	0	0	10	10	0	9	0	0	0	0	0	0	0	0	0
132511	23073	Coke	Glass	140	0	0	0	0	45	39	0	39	0	0	0	0	0	0	0	0	0
132512	23073	Coke Zero	Glass	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
132513	23073	Diet Coke	Glass	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
132514	23073	Dr. Pepper	Glass	150	0	0	0	0	55	41	0	41	0	0	0	0	0	0	0	0	0
132515	23073	Minute Maid Limeade	Glass	180	0	0	0	0	25	49	0	47	0	0	0	0	0	0	0	0	0
132516	23073	Sprite	Glass	140	0	0	0	0	65	38	0	38	0	0	0	0	0	0	0	0	0
132517	23073	"Juice, Apple"	Glass	210	0	0	0	0	65	53	0	53	0	0	0	0	0	0	0	0	0
132518	23073	"Juice, Cranberry"	Glass	230	0	0	0	0	65	56	0	56	0	0	0	0	0	0	0	0	0
132519	23073	"Juice, Grapefruit"	Glass	190	0	0	0	0	45	42	0	32	4	0	0	0	0	0	0	0	0
132520	23073	"Juice, Orange"	Glass	230	0	0	0	0	10	51	0	45	4	0	0	0	0	0	0	0	0
132521	23073	"Juice, Pineapple"	Glass	250	0.5	0	0	0	10	60	0	56	2	0	0	0	0	0	0	0	0
132522	23073	"Juice, Tomato"	Glass	90	0	0	0	0	1280	19	4	13	4	0	0	0	0	0	0	0	0
132523	23074	Breadstick	1 Stick	140	2.5	0.5	0	0	460	25	0	1	4	0	0	0	0	0	0	0	0
132524	23074	Famous House Salad To Go	1 Serving	290	17	2.5	0	10	1380	30	6	10	8	0	0	0	0	0	0	0	0
132525	23074	Chicken & Gnocchi	1/2 Order	230	12	4.5	0	55	1290	22	1	4	11	0	0	0	0	0	0	0	0
132526	23074	Minestrone	1/2 Order	110	1	0	0	0	810	17	4	4	5	0	0	0	0	0	0	0	0
132527	23074	Pasta e Fagioli	1/2 Order	150	5	2	0	15	710	16	3	4	8	0	0	0	0	0	0	0	0
132528	23074	Zuppa Toscana 	1/2 Order	220	15	7	0	40	790	15	2	2	7	0	0	0	0	0	0	0	0
132529	23074	Lasagna Dip with Pasta Chips	1 Order (Serves 4-6)	1890	124	45	1	240	2410	111	7	16	81	0	0	0	0	0	0	0	0
132530	23074	Spinach & Artichoke Dip with Pasta Chips	1 Order (Serves 4-6)	1590	103	33	1.5	155	2800	118	14	11	55	0	0	0	0	0	0	0	0
132531	23074	Chicken & Cheese Piadina	1 Order (Serves 4-6)	2140	146	49	1	285	4980	120	8	6	91	0	0	0	0	0	0	0	0
132532	23074	Marinara sauce	1 Order (Serves 4-6)	140	7	0.5	0	0	720	17	2	10	2	0	0	0	0	0	0	0	0
132533	23074	Fried Mozzarella	1 Order (Serves 4-6)	3200	206	90	5	425	7370	201	14	14	136	0	0	0	0	0	0	0	0
132534	23074	Alfredo sauce	1 Order (Serves 4-6)	440	43	27	1	140	600	5	0	1	8	0	0	0	0	0	0	0	0
132535	23074	Parmesan Zucchini Bites	1 Order (Serves 4-6)	1540	90	31	1.5	295	2830	116	6	14	67	0	0	0	0	0	0	0	0
132536	23074	Spicy Calabrian Chicken	1 Order (Serves 4-6)	2700	201	46	2	560	6740	56	12	3	169	0	0	0	0	0	0	0	0
132537	23074	Gorgonzola Sauce	1 Order (Serves 4-6)	500	50	12	1.5	60	1060	5	0	3	7	0	0	0	0	0	0	0	0
132538	23074	Stuffed Mushrooms	1 Order (Serves 4-6)	1510	121	31	1	80	3450	53	6	11	58	0	0	0	0	0	0	0	0
132539	23074	Toasted Beef & Pork Ravioli	1 Order (Serves 4-6)	2770	125	21	1	135	6190	315	22	24	98	0	0	0	0	0	0	0	0
132540	23074	Alfredo sauce	1 Pint	1750	173	109	4	570	2400	21	0	4	30	0	0	0	0	0	0	0	0
132541	23074	Five Cheese Marinara sauce	1 Pint	870	70	35	1	180	2150	43	5	25	20	0	0	0	0	0	0	0	0
132542	23074	Marinara sauce	1 Pint	370	19	1.5	0	0	1920	45	7	25	5	0	0	0	0	0	0	0	0
132543	23074	Meat sauce	1 Pint	600	38	14	0.5	125	2070	37	3	26	28	0	0	0	0	0	0	0	0
132544	23074	Jumbo Famous House Salad 	1 Order (Serves 4-6)	1650	114	17	1.5	55	8260	134	17	36	30	0	0	0	0	0	0	0	0
132545	23074	Chicken & Gnocchi	1/2 Gallon	1870	93	38	2	460	10280	177	10	31	88	0	0	0	0	0	0	0	0
132546	23074	Minestrone	1/2 Gallon	850	9	1.5	0	0	6460	140	31	31	40	0	0	0	0	0	0	0	0
132547	23074	Pasta e Fagioli	1/2 Gallon	1170	44	17	2	140	5690	131	24	29	62	0	0	0	0	0	0	0	0
132548	23074	Zuppa Toscana	1/2 Gallon	1760	117	52	1.5	300	6350	123	15	17	59	0	0	0	0	0	0	0	0
132549	23074	Cheese Ravioli with Marinara sauce	1 Order (Serves 4-6)	3170	172	80	1	500	9220	256	23	36	167	0	0	0	0	0	0	0	0
132550	23074	Cheese Ravioli with Meat sauce 	1 Order (Serves 4-6)	3510	198	98	2	660	9790	246	16	22	195	0	0	0	0	0	0	0	0
132551	23074	Fettuccine Alfredo 	1 Order (Serves 4-6)	5010	339	205	8	1065	4550	376	15	20	116	0	0	0	0	0	0	0	0
132552	23074	Five Cheese Ziti al Forno	1 Order (Serves 4-6)	4800	290	151	5	715	8780	388	25	65	187	0	0	0	0	0	0	0	0
132553	23074	Ravioli di Portobello	1 Order (Serves 4-6)	3410	204	104	4	590	4690	292	23	38	109	0	0	0	0	0	0	0	0
132554	23074	Rotini with Marinara sauce	1 Order (Serves 4-6)	2460	61	5	0	0	3860	438	21	51	42	0	0	0	0	0	0	0	0
132555	23074	Rotini with Meat sauce	1 Order (Serves 4-6)	2910	99	31	1.5	245	4160	423	15	53	88	0	0	0	0	0	0	0	0
132556	23074	Spaghetti with Marinara sauce 	1 Order (Serves 4-6)	2410	52	3.5	0	0	3660	417	26	66	68	0	0	0	0	0	0	0	0
132557	23074	Spaghetti with Marinara sauce & Meatballs	1 Order (Serves 4-6)	4150	193	69	7	225	7920	458	37	76	149	0	0	0	0	0	0	0	0
132558	23074	Spaghetti with Marinara sauce & Italian Sausage	1 Order (Serves 4-6)	4430	217	58	0	465	8950	443	31	83	176	0	0	0	0	0	0	0	0
132559	23074	Spaghetti with Meat sauce 	1 Order (Serves 4-6)	2840	88	27	1	230	3950	403	20	68	112	0	0	0	0	0	0	0	0
132560	23074	Spaghetti with Meat sauce & Meatballs (Serves 4 - 6)	1 Order (Serves 4-6)	4570	229	93	8	455	8210	444	31	78	192	0	0	0	0	0	0	0	0
132561	23074	Spaghetti with Meat sauce & Italian Sausage 	1 Order (Serves 4-6)	4860	253	82	1	695	9230	429	25	85	220	0	0	0	0	0	0	0	0
132562	23074	Lasagna Classico 	1 Order (Serves 8)	4980	313	174	6	1290	12550	262	19	49	292	0	0	0	0	0	0	0	0
132563	23074	Lasagna Classico	1 Order (Serves 12)	7310	459	256	8	1900	18130	385	28	70	430	0	0	0	0	0	0	0	0
