food_id,menu_id,food_name,calories,fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,fiber,sugar,protein
62,5,Banana Chocolate Chunk Muffin,430,13,2,0,0,450,73,3,40,7
63,5,Blueberry Muffin,430,16,1.5,0,0,350,66,3,31,7
64,5,Carrot Muffin,430,16,1.5,0.2,0,330,65,3,35,6
65,5,Chocolate Chip Cookie,160,7,3.5,0,10,85,22,1,13,2
66,5,Cranberry Orange Muffin,360,8,1.5,0,0,420,67,3,34,6
67,5,Fruit and Fibre Muffin,380,14,1.5,0,0,460,60,7,28,6
68,5,Oatmeal Raisin Cookie,140,5,2.5,0,10,125,22,1,12,2
